id,text,category
1409576234330243072,"Ojalá no existiesen más los closet por ser quien eres, pero si aún no te sientes listx para salir de él, acá estaremos para cuando quieras gritarlo al mundo con #Orgullo#Orgullo2021 #OrgulloLGTBI",HS
1409987318090448897,Aplaudo la actitud y acciones de instituciones deportivas como de #México quien a pesar de los comentarios homófobos absurdos en su campaña de apoyo a la #diversidad #lgtb no cesa de promocionarla.Pequeños gestos que concienciarán a su afición y país. 👏🏻👏🏻,HS
1410772755562348545,"¿Saben que es lo triste de salir del closet? Es que tus papas piensan que le tenes ganas a todo lo que se mueve, lo mismo sucede con los amigxs. Algunos se van a alejar y otros no. Que esto no sea obstáculo para que sean libres... #LGTBI",HS
1409520689686646807,Que cada uno sea LIBRE de estar con quien quiera y de ser y manifestar su sexualidad como desee.#OrgulloLGTBI,HS
1409452568565137408,Lo que más odio del día del #Orgullo es que sea necesario un día del #OrgulloLGTBI,HS
1409554338192756742,Recuerden que no solo en junio se lucha y da visibilidad a la comunidad #LGBTQIA el mes se termina no la lucha #pride #OrgulloLGTBI,HS
1411976123580301314,Por cierto: la mayoría de medios no han tratado el asesinato de Samuel como un caso de violencia homófoba hasta que la comunidad LGTBI se ha volcado en denunciarlo. Los medios no nos hacen más caso. No es una competición por la atención mediática: es un grito de justicia.,HS
1409498388123553796,"Que ningún partido político utilice tu orientación sexual como una premisa electoral. La sexualidad es tuya, no de los partidos políticos y los Estados#Orgullo #Pride2021 #OrgulloLGTBI",HS
1409447631022133249,"Yo hoy me siento muy orgulloso de ser quien soy, de estar consiguiendo mis objetivos poco a poco y de saber elegir a quién quiero tener a mi alrededor. He ganado mucho más de lo que creía y sé que, con esfuerzo y constancia, todo llegará. #OrgulloLGTBI #OrgulloSiempre #Orgullo",HS
1409481241389371399,"Y para acabar: Doy mi mano por si alguien en algún momento siente la necesidad de desahogarse, de abrirse, de verbalizar lo que siente, de empezar a ser, que cuenten conmigo, nadie debe sentirse nunca solo. #OrgulloLGTBI #Orgullo2021 #Orgullo #Pride2021",HS
1409529011672334337,Un reconocimiento a ustedes x la lucha constante. El derecho a la IdG y orientación sexual sin ningún tipo de discriminación es una prioridad y desde mi espacio reafirmo mi decisión de trabajar x una sociedad despatriarcalizada. Siempre aliada! #OrgulloLGTBI,HS
1409605521720713216,"¡Hoy es el día del #OrgulloLGTBI ! Queremos trabajar por una universidad inclusiva que valore la diversidad, esté exenta de discriminación y tenga disposición de escuchar todas las voces de la comunidad universitaria. Desde la Delegación EPS ponemos nuestro granito de arena 🏳️‍🌈🏳️‍⚧️",HS
1412360103936901121,La gente por lo que ha pasado y me gusta que se haga eco de que el colectivo lgbt no hace daño a nadie; son personas como cualquier otra y no deberían de recibir ni medio insulto ya mucho menos una paliza. Pero por favor no cargueis contra su padre que ya tiene que tener la,HS
1409567646731980812,Por una sociedad sin discriminación y mayor tolerancia a las formas de amar Feliz día a toda la comunidad de #LGTBI #LoveIsLove #pride #Orgullo,HS
1409617156439003136,"✋Celebramos estas movilizaciones que fueron la respuesta a años de violencia y discriminación contra las personas LGBTI+. Y si bien muchos son los derechos que se han conquistado, también son muchos los derechos y desafíos pendientes para alcanzar una sociedad más inclusiva.",HS
1412836208363909122,"Eso ocurrió cuando era muy pequeño y tardé muchísimo tiempo en dar algunos pasos para convertirme en quien quiero ser, seguro que aun estoy lejos, pero no salí del armario hasta que el 80% de mi entorno era #LGTBI 🏳️‍🌈🏳️‍⚧️",HS
1409633273265856516," En #Nicaragua y el 🌎 debemos escuchar las voces de la 💑 #LGTBI fomentar su participación, luchar contra cualquier tipo de discriminación.#OrgulloLGTBI",HS
1409858225634217986,"Reconoce y protege los derechos #LGTBI y permite la autodeterminación de las personas #trans. Con seguridad jurídica, hoy estamos un paso más cerca de la #igualdadreal LGTBI. Cuando el partido socialista gobierna, avanzamos en derechos. #PSOEGarantíaDeDerechos#LeyLGTBI 🏳️‍⚧️🏳️‍🌈",HS
1412536531055779845,"Que homosexuales, trans, etc... No puedan ir tranquilos por la calle es algo inadmisible, lucho por un dia sin discriminaciones por ser quien tu eres. #justiciaparasamuel #LGTBI 🏳️‍🌈",HS
1409472966107316225,"Feliz día del orgullo 🏳️‍🌈🏳️‍⚧️#Pride2021 #OrgulloLGTBI Por un año más luchando por nuestros derechos y los de nuestres compañeres. Un abrazo a todes, recordad cuidaros mucho y manteneros hidratades 💛",HS
1411684416678727687,"Cada año, el orgullo LGTB vuelve a ser escenario de agresiones físicas,verbales y estructurales,cada año una paliza,cada año acoso, señalamiento. Por eso necesitamos que el #OrgulloLGTBI sea un día de lucha, no sólo de fiesta. Tenemos mucho que celebrar pero aún más que conseguir",HS
1409843314040446981,"Mi primer Tiktok 😁😁, en Campaña a la organización LGTBI 🏳️‍🌈, Con respeto todos modemos ser iguales, respetando las diferencias y dando el espacio al Diversidad!!!Mi bandera 🏴‍☠️, de Paz!!🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈#SiguemeYTeSigo #Orgullo2021 #LGTBI",HS
1412155496161816577,"Palizas a LGTB, migrantes que mueren en el mar, genocidios en Palestina, toda la violencia en cualquier lugar del mundo. Me puedes poner miles de páginas de justificación, que NO LO VOY A ENTENDER.",HS
1411748771206152193,"No más muertes, no más palizas, no más miedo, no más indiscriminacion, no más represión, no más blanqueo en instituciones, no más políticas contra derechos LGTBI, no más esconderse. Sigamos. #justiciaparasamuel #LGTBI #StopLGTBIfobia #OrgulloLGTBI",HS
1409613540164575236," Sí, es muy injusto. es un referente en el #PSOE en la lucha #LGTBI y no se entiende que se le de la espalda desde un partido que lleva por bandera la lucha por la igualdad.",HS
1413231027527557125,"Ser #LGTBI significa persecución, desde antes de reconocerse en esas siglas. La camaradería del sistema se hace fuerte para insultarte, agredirte y hacerte bullying en las aulas. No conozco ni una sola persona en el colectivo que no lo haya sufrido. Nos tendrán de frente!",HS
1411622374441639936,"#justiciaparasamuel un motivo más para sufrir, por los de casa, a los que amo, por los de otras madres y padres, por los y las desconocidas discriminadas, y ahora agredidos, sólo por amar, por desear y sentir! #StopHomofobia #bastadeviolencia #amorlibre #LGTBIfobia #LGTBI",HS
1412153061338976261,"La sexualidad y el género de cada uno jamás debe ser motivo para el acoso, la discriminación, el asesinato... Contra la violencia hacia el proletariado LGBT, organicémonos políticamente como clase para enfrentarnos al sistema capitalista que permite estos crímenes;",HS
1409607284406337547,En este día #OrgulloLGTBI mi reconocimiento a tod quienes se han jugado x hacer del mundo un lugar para tod sin discriminación. #AmorEsAmor y feliz de haber aportado mi granito de arena; -desde y hace hace muchos años-cuando era una gran incomprensión hacerlo.,HS
1409470872189034497,"Porque as nosas vidas son dignas de ser vividas, non pararemos de reivindicar a nosa dignidade, de facer valer o respecto do resto da sociedade. Hoxe e cada día, vivamos con #OrgulloLGTBI",HS
1409566747976519688,"feliz día del orgullo a todes, feliz de q sea mi 5 año celebrando este día siendo parte de la comunidad, feliz de poder seguir estando y sentirme orgullosa al decir q soy bisexual y recuerden q está bien no sentirse segure de quienes quieren ser aún #Orgullo2021 #OrgulloLGTBI",HS
1409512267541004296,"Este #OrgulloLGTBI se ciernen sobre nosotres varias amenazas, incluso de dónde pensamos que nunca vendrían. Pero que tengan muy claro que seguiremos luchando y que nadie nos va a arrebatar nuestro derecho a existir, a ser visibles y a ser reconocides por la Ley",HS
1409914202026823680," No te confundas, mientras que solo haya una persona que sufre la #homofobia, #transfobia, #desigualdad...etc, lo defendermos donde sea.  Por el momento y que sirva de ejemplo seguimos aquí,  que todavía hay mucho que hacer. #Orgullo2021 #LGTBI",HS
1409499517448245250,"Gracias a mujeres trans racializadas y pobres, que empezaron a allanar el camino y a caminar, hoy corremos. Pero aún falta mucho. El orgullo será feminista y transinclusivo o no será. La lucha sigue. #OrgulloLGTBI #Orgullo2021 #OrgulloSiempre 🏳️‍🌈🏳‍⚧✊🏻",HS
1411772205533388804,Espero que el asesinato Samuel haga al menos pensar a toda esa gente que está metiendo odio y negando derechos al colectivo #LGTBI. Las cosas no pasan porque sí y este hecho es la consecuencia de esta oleada de odio a gritos. #justiciaparasamuel #ConElAlmaRota,HS
1412111672752361478," Gracias doctora por posicionarse, era un compañero sanitario de 24 años, trabajaba con mayores. Nadie debería morir a esa edad, pero sobre todo nadie debería asesinar cruelmente a otro al grito de ""maricón""por ser gay. Todos #LGTBI y hetero somos personas que nos amamos apersonas",HS
1409476726804160512,"Si te parece mal que la gente ame/ se folle a quien le dé la gana, el problema está en ti. Vive y deja vivir. ✌🏼#OrgulloLGTBI",HS
1409488234250448899,🧡 Gracias a por tanto y tan buen trabajo en Madrid. Gracias a Ciudadanos la ciudad de Madrid por primera vez tiene políticas #LGTBI reales. ¡Sigamos trabajando! 🧡🏳️‍🌈🏳️‍⚧️,HS
1409489287112953857,"🧵Hoy, como cada 28 de junio, se festeja el día del #orgulloLGTBI, una fecha en la que colectivos LGTBI de países de todo el mundo se unen en unas celebraciones que tienen como objetivo reafirmar el sentimiento de orgullo sobre las identidades y orientaciones sexuales y de género",HS
1415381783374405640,"Me ha contado el proceso que su hijo había pasado, con total naturalidad. Como si me estuviera contando que jugó el otro día un partido de fútbol. Con los días que estamos pasando en la comunidad #LGTBI, hechos como estos me dan fuerza para seguir luchando.",HS
1409547295037796362,Jamás olvidaré que en una de mis chambas sufrí discriminación por ser gay por parte de algunas personas  escudadas “en la joda” para tapar su homofobia. En todo lugar hay este tipo de gente. Lo importante es vivir libre  #OrgulloLGTBI y decir SI PUES SOY CABRO Y SOY FELIZ 🌈❤️,HS
1409464613238980611,"La comunidad trans necesita amparo legal. El sexo existe, pero el género también. Aunque el género sea un constructo de roles impuestos, a la fuerza está tan integrado que su abolición es utópica. Leemos a las personas en clave de género, no de sexo.#OrgulloLGTBI",HS
1409614011587608587,"Seguimos apostando en la construcción de un mundo en el que todes podamos ser quienes somos.¡Nadie es libre, hasta que todes seamos libres!#Orgullo2021🏳️‍🌈🏳️‍⚧️#LGTBI+#Orgullo",HS
1409517548975108104,"Día internacional del Orgullo LGBT+.A seguir luchando.Por lo logrado, para que no desaparezca.Por todo lo qué falta…Por quienes nos precedieron, para que podamos tomarnos de las manos.Por quienes aún no pueden hacerlo.#Orgullo2021 #OrgulloLGTBI",HS
1409791415324979204,"Es por éste tipo de cosas,que el colectivo #LGTB debe de seguir luchando. Yo siendo heterosexual doy mi apoyo total a esta lucha.#LGTBIfobiaDonde todos somos iguales.#pride",HS
1409529424119218181,"🏳️‍🌈Feliz día del Orgullo #lgtbi 🏳️‍🌈En nos sumamos a la lucha por la diversidad, tolerancia, respeto, y a la consolidación de derechos y libertades LGTBIAmor es amor❤️Love is love#freedom #Libertad #tolerancia #respeto #visibilidad #Orgullo2021",HS
1411210597790781443,"El cupón de la ONCE se viste hoy de arcoíris para sumarse al Día del #Orgullo #LGTBI+🏳️‍🌈Por el respeto a la #diferencia, la #diversidad y la #igualdad#DíaLGTBSigno #LoveIsLove #Orgullo2021 #Pride2021",HS
1410381455373520904,"Enhorabuena, probablemente seas heterosexual, así que no digas que el #DíaDelOrgullo, el #Pride, no es necesario y que “¿para cuándo el día del orgullo hetero?”- Los jovenes #LGTBI tienen 4 veces más probabilidades de suicidarse (ONU)",HS
1409488477297774594,"""En una sociedad que nos educa para la vergüenza, el orgullo es una respuesta política"" #orgullo #OrgulloLGTBI",HS
1409536553915924484,"Brenda murió de cáncer de colón en 2005. ¿La fecha? 28 de junio. Sí, el día del orgullo que ella misma fundó. A 16 años de su muerte, levantamos las copas en su memoria. Gracias, Brenda, por todo lo que hiciste por nosotres. ¡Orgulloses siempre!#OrgulloLGTBI #OrgulloBi #Pride",HS
1409485181539471364,🏳️‍🌈🏳️‍⚧️Nos unimos al clamor por el #OrgulloLGTBI+ ▶️Queremos celebrar esta jornada de lucha compartiendo varias peticiones LGTBI+ con un impacto real en España. ⚧️¡Viva la diversidad!⚧️[Abrimos #HILO 🧵],HS
1409578041773330448,Feliz día del orgullo.La lucha sigue.#Orgullo2021 #OrgulloLGTBI #OrgulloSiempre (Y recordá -siempre- con que gobiernos se consiguieron:💛 Ley de matrimonio igualitario. 🧡Ley de identidad de género. ❤️Ley de cupo laboral trans.),HS
1411280810569785347,Hoy participamos en la manifestación del #OrgulloLGTBI organizado por en Madrid y bajo el lema #EqualityForAll. No podemos estar todos debido al contexto actual pero hacemos visible el apoyo de nuestros empleados por la #diversidad a toda la comunidad #LGTBI.#LoveUnitesUs,HS
1409547230982328326," Gracias por hacer la lucha a diario, de manera casi invisible. A vosotros desde las instituciones y a los colectivos y personas que dan la cara y el cuerpo a diario para mejorar la vida de todes.#MañanaEsLey #Orgullo #OrgulloLGTBI #OrgulloSiempre",HS
1412706907631063040,"Gracias por aclarar qus los delitos de odio van asociados a los discursos de odio, y el incremento del más del 60% de los mismos en materia #LGTBI. #justiciaparaSamuel",HS
1409515181902807047,"Celebrar el #pride no es sólo pintar su foto, empresa o marca de colores. Celebrar el #pride es fomentar la inclusión y eliminar las prácticas discriminatorias en sus vidas y empresas. #pride #Pride2021 #Orgullo2021 #OrgulloLGTBI",HS
1409447909565861888,"Hoy, 28 de junio de 2021, este espacio renueva su compromiso con los plenos derechos de toda la comunidad LGTBIQ+ y agradece su aportación a la cultura, a la vida. Porque fueron, somos. #OrgulloLGTBI",HS
1409562281550155782,Feliz día del orgullo a todos!!! Naturalidad y visibilidad siguen haciendo muuuucha falta!!! La diversidad es riqueza ❤️ #pride #Orgullo2021 #OrgulloLGTBI,HS
1409537980633604100,2021 42 años después la humanidad sigue sin comprender y señalar que el amor es libre y miles de niños sin hogar podrían tenerlo si las parejas del mismo sexo los dejaran adoptar #pride #OrgulloLGTBI #Orgullo2021,HS
1411616610109042688,"Si hay alguna protesta o se está intentado organizar una por la escalada de violencia al colectivo LGTBI en Madrid, se agradece la difusión. No deberíamos quedarnos de brazos cruzados",HS
1409152209066078209,"Si la sociedad no hubiera cerrado a nadie en el armario, ninguna persona sentiría la necesidad/obligación  de salir de él . Dejemos que cada uno sea lo que quiera ser y ame a quien quiera! #DiaDelOrgullo #LGTBI#amaaquienquieras#PrideMonth#LoveIslove",HS
1412890529457709058,"Me choca que separen las palabras, las cosas y servicios entre: heterosexuales y comunidad #LGTBI . ¡SOMOS LO MISMO, CARAY!",HS
1412518829385826305," Exacto, ahora toca levantarnos SIN MIEDO.Yo soy hetero total, pero estoy con vosotros y tenéis mi apoyo total. #LGTBI un abrazo #samuel💓",HS
1413447211778666497,"Valiente justicia hay en España,te insultan por MARICON y MORO,Y TE PEGAN, Y LOS DEJAN ABSUELTOS A PARTE DE ELLOS, así pasa lo que pasa.#LGTBIfobia #LGTBI  #LGTBIQ #JusticiaPorSamuel #racismo #racism",HS
1411152819755814912,"Yo: Así que la marcha LGBT+ no es solo para los gays, trans, bis y para lesbianas es también para evitar la violencia a través de su denuncia utilizando el nuestros cuerpos como protesta.",HS
1409544321699876873,A mis 20 años me siento orgulloso se ser quién soy y doy las gracias por todas aquellas que caminaron para que  nosotros hoy podamos correr#love #amor #stonewall #lucha #lgtb #lgtbi #LGTBIQ,HS
1411937062085931008,Las organizaciones religiosas que promuevan el #odio discriminatorio contra las personas #LGTBI+ no deberían recibir dinero público.#XustizaParaSamuel #JusticiaParaSamuel,HS
1409454476625420290,"¡Feliz orgullo! Por la diversidad, la libertad, el amor. Por derechos fundamentales para la identidad de género, con políticas sociales públicas que no dejen desamparadas a las personas. Tolerancia cero a la homofobia. #Pride2021 #OrgulloLGTBI",HS
1412440276816257034,Soy heterosexual pero siempre apoyaré a la comunidad #LGTB porque demuestran la fuerza que tienen y a todo lo que sufren por ser ellos mismos y ser felices. Es triste que en el siglo y año en el que estamos sigan odiando y discriminando a los homosexuales 😢#JusticiaPorSamuel,HS
1409538123038703621,"Feliz dia del #OrgulloLGTBI Porque el dia del orgullo no es solamente un día, es todo el año. ❤🧡💛💚💙💜",HS
1409421504438226947,"Libertad es poder ser y amar a quien quieras, no lo que dice Ayuso🏳️‍🌈 #Pride2021 #Orgullo2021 #LoveIsLove #LGTBI",HS
1409628512709869569,"Espero que un día nadie tenga que ""salir del armario"" porque ya no haya nadie que tenga que estar dentro.#OrgulloLGTBI",HS
1412333962115096576,"En marzo matan a mujeres cuando es el mes de la mujer y el mes de la violencia de genero y en junio matan a personas que pertenecen al colectivo LGBT+ cuando es su mes, ¿su propósito es volver a 1936 donde no había libertades? Pues no lo han a conseguir 💪🏻🏳‍🌈💜",HS
1409497612269633536,"Feliz día a todos 🌈!Es un día para seguir reivindicando los derechos que faltan a nivel mundial pra el mundo #LGTBI!Es un día de lucha contra la #LGTBIfobia!Porque todos somos iguales, todos nos merecemos ser felices y libres! Feliz #Orgullo2021 #OrgulloLGTBI #OrgulloSiempre",HS
1409535812845424646,La libertad es lo fundamental para hacer que las personas puedan desarrollar su vida en paz es junto al respeto lo que necesita la personas #LGTBI. Feliz día del #OrgulloLGTBI,HS
1409525633269440514,"Bonito día para todos y ahora sí, feliz Navigay... Hoy es el mero día de estar orgullosos, de seguir en la resistencia 🌈🏳️‍🌈👭👬#OrgulloLGTBI #OrgulloSiempre #Orgullo2021",HS
1409404189034287109,"Por si alguien lo duda, las personas #LGTBI seguiremos luchando cada día hasta lograr la equiparación total de derechos, en todos los espacios y en todas las zonas del mundo, sin vergüenza ni miedo, pues se trata de nuestra propia existencia (!). Feliz #Orgullo.",HS
1410200375777546240,"Dejamos claro que en el observatorio que analiza la violencia que sufrimos no caben quienes ejercen esa violencia contra nosotres.Parece ser que el proceso siguió adelante sin nosotres pero con un grupo de organizaciones reformistas LGTB, partidos políticos y la policía.(2/3)",HS
1409462521602453504,"  ha conseguido que el Ayto de #Talavera, con la alcaldesa, coloque los símbolos del colectivo #LGTBI en su balcón.Talavera 1 - Madrid 0 #Orgullo2021 #OrgulloLGTBI #Pride2021",HS
1409449567003754500," ¡Exacto! Hay que abandonar urgentemente esos mensajes sobre el amor y todas esas chorradas. Hay que reclamar derechos y dignidad. Ya basta de mensajes vacíos que no contribuyen a nada. Y sí, estoy muy de acuerdo contigo: el #OrgulloLGTBI es política. Como casi todo en la vida.",HS
1409590581240729601,Lo importante es la calidad de personas que somos y no las orientaciones sexuales que tenemos. Amor es amor #Pride2021 #OrgulloLGTBI #LGBTQ 😊✌🏻,HS
1409477006941691905," Muy orgullosa de esta campaña, que refleja cómo se trabaja la diversidad en los 365 días del año 🏳️‍🌈 #UnPasoAlFrente #OrgulloLGTBI",HS
1416386846947487747," Estoy de acuerdo. 4 tipos de humores distintos, viva la diversidad #lgtb 🏳️‍🌈",HS
1409596861456044042,Woww con el cambio en la mirada de una persona trans en el antes y después de su transición.La paz y la felicidad de poder ser al fin quien siempre has sido y sentirte agusto contigo mismx. Ojalá sea algo que cada vez más personas puedan sentir.#Orgullo2021 #OrgulloLGTBI,HS
1409493119419158528,"Feliz #OrgulloLGTBI.Sobre todo, a la T. A les compas trans que han visto cuestionados, debatidos y vulnerados sus derechos durante los últimos meses. No hay LGTB sin T. Y digo feliz porque ojalá hoy sintáis todo el apoyo que tenéis. Estamos con vosotres 💘💘#LeyTransYa",HS
1418518468681478148,El Reclaman políticas #LGTBI al equipo de gobierno del Valle de Egüés así como tb solicitamos en pleno y en comisiones q se pintasen bancos con los colores del arcoíris para visibilizar a todas las personas LGTB¡Ayudemos a impulsar  el respeto !,HS
1409471176544591873,"Feliz día del #Orgullo  Yo no voy a celebrar el ser lesbiana, de eso no va la película, pero sí mi derecho a EXISTIR. Y a los heteros que preguntáis por vuestro día de ""fiesta"" deciros que deis gracias por no tener que reivindicarlo. #LoveIsLove #OrgulloLGTBI #Orgullo2021",HS
1409481243197120513,"🌈 Libres👩‍👩‍👦‍👦 Grandes↗️ Transformadores🗣 Beligerantes💪🏽 ImparablesPor quienes se fueron, por quienes estamos y por quienes vendrán mañana🌹Porque luchar por ser no es un debate, es nuestro derecho. Un derecho humano.Por eso grito FELIZ #DIADELORGULLO !#Orgullo2021 #LGTB",HS
1409531648950083587,"No siempre es un buen dia pero hoy, a pesar de todo, lo celebro con #OrgulloLGTBI",HS
1409571621308973065,"hoy, mañana y siempre.contra el odio, libertad, y no esa libertad de tomar una cerveza en el centro de Madrid.feliz #OrgulloLGTBI",HS
1411688561221550082,"el orgullo y la reivindicación de derechos LGTB debería durar todo el año, una manifestación al menos cada mes #Orgullo2021 #mado2021 #pride #orgullo #lgtbi",HS
1409569445194969089,"Las mujeres trasn son mujeres. Los hombres trasn son hombres. Las personas LGBTIQ+ tienen derecho a la identidad y a la familia, a vivir libres de acoso y de discriminación. Todas las personas son iguales en libertad y derechos por el solo hecho de haber nacido. #OrgulloLGTBI",HS
1409553148184862733,"Y si tú estás leyendo esto y aún no lo ves así o no lo entiendes , amigx déjame decirte que que triste, yo por suerte tengo personas a mi alrededor que saben lo que es la igualdad y el respeto. #Orgullo2021 #OrgulloLGTBI",HS
1409620479028056087,"Pese a las polémicas y las críticas, la participación de Laurel, Chelsea y Quinn en #Tokyo2020 marcará un cambio en el paradigma de los Juegos Olímpicos, y ampliará la representación y visibilización de las identidades de género en el deporte 💪#OrgulloLGTBI",HS
1409449233527214083,"Recordad que el orgullo no es sólo de gays y lesbianas. Ánimos y amor para toda la gente de ese espacio LGTBI+ que ha de luchar el doble o más para ser considerada persona, incluso dentro del propio colectivo LGTBI+ #OrgulloLGTBI",HS
1409924694120226821,"La #CIDH observa que, pese a algunos avances, las personas trans, especialmente mujeres trans, siguen expuestas a altos niveles de violencia con matices de crueldad por lo que el Estado de #Brasil debe adoptar medidas que contribuyan a la prevención de estos actos. #LGBTI 3",HS
1409503252517998596,"La comunidad LGBT no se rinde y por eso es tan importante conocer la historia, para vivir bajo el amor, el respeto y con garantía de nuestros derechos.🌈#OrgulloLGTBI #Orgullo2021 #LoveIsLove #LGBTTTIQ",HS
1409481215355330565,"Hoy y todos los días, celebramos la diversidad sexual y felicitamos a las organizaciones de la comunidad LGTBIQ+ por su trabajo continuo por los derechos 🏳️‍🌈 #OrgulloLGTBI #Orgullo2021",HS
1409502989912510466,"Feliz día a todes les hermoses del mundo. Somos una unidad, no dudes en ser libre. Tu libertad es la de todos. #Orgullo2021 #Orgullo #OrgulloLGTBI #OrgulloSiempre #LoveIsLove #gaypride #Pride2021 #pride",HS
1413963695416385538," Algun quieren apropiarse de la palabra España para construir una utopia ultraderechista. Queridos, España somos todos nosotros, los de derecha, los de izquierda, el colectivo #LGTBI ,las señoras con moño, el del kiosko... somos las personas,y las personas somos diversas.",HS
1410722175179399173,"Creo que es demasiado estupido juzgan o discriminar a las personas por sus preferencias sexuales, en vez de su capacidad para hacer su trabajo!!!! #RepublicaDominicanadiscrimina #LGTB #RepublicaDominicananoapoyaalacomunidadLGTB #mastoleranciamenosodio",HS
1409569366262259715,"Continuaremos avanzando a favor de los derechos fundamentales de todas y todos. La agenda de nuestro partido movimiento #MORENA es progresista, incluyente y diversa. ❤️🧡💛💚💙#Orgullo2021 #OrgulloLGTBI",HS
1409669056945278976," Insisto que hablo de violencia, además pq la discriminación no es propia del LGTBI sino también de los indigenas, negros, morenos, pobres, etc., por eso, hay q buscar data para frenar la violencia y generar recursos en la medida que esta exista, según su data.",HS
1409458207005814784,"El #OrgulloLGTBI no es cuestión de amor, sino de ser, en estos tiempos de ascenso del odio extremista de derechas más aún. Pero no solo la lucha política para no dar un paso atrás es fundamental, también la educación en los hogares y en las escuelas. Todo esto que se hace es...",HS
1409533492136873987,"+ por lo que mi reivindicación y especial mención de hoy es para todas las lesbianas que están luchando por conquistar y sentirse bien utilizando la palabra que les corresponde y las hace sentirse identificadas.La ""L"" de LGTB tiene un significado.#OrgulloLGTBI",HS
1409539144376799237,"En fin, resumiendo, no nos dejéis solas en la defensa de nuestros derechos (de TODO el colectivo), mantened la mente abierta y, cuando dudéis en algo, preguntad, pero por si acaso siempre tened presente que los derechos humanos no son negociables. #OrgulloLGTBI",HS
1412138824352796682," Ágata, las personas LGBT existimos durante todo el año, no so en Junio. Ponerse una medallita un mes e ignoramos el resto del año también es violencia. La tristeza es ver cómo  tú crees que un movimiento social para los derechos LGBT es algo ""triste""",HS
1411746761660637186,Instamos a y a investigar este vídeo como delito de odio. No puede salir gratis gastar bromas con los mensajes de odio y lanzar proclamas para agredir a personas #LGTBI #StopLGTBIfobia,HS
1409500513364852738,"Mi mamá y su esposo felicitandome por el día del orgullo, me hicieron llorar💞  #Pride #OrgulloLGTBI FELIZ DÍA A TODOS!",HS
1409540583048294402,Gracias por reafirmar ese compromiso con la inclusión. Es de gran importancia una reflexión y autocrítica desde un sector tan influyente como el fútbol. Esta publicación es un gesto que invita a ello. #OrgulloLGTBI Aún necesitamos +visibilidad y -ofensas para jugar tod,HS
1411107911703699456,Pues si se les educa qué son estas identidades y orientaciones no existiría la tasa de violencia contra personas LGBT+ tan alta. De eso se trata la educación de género. No de irles a leer el kamasutra.,HS
1409582137917931520,"#Orgullo2021 #OrgulloLGTBI #OrgulloSiempre Como gay también me parece bonito un beso, caricia, etc., de tipo heterosexual.",HS
